,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
25105,40,Oklahoma,15-2041,Statisticians,260,34.85,19.43,24.54,29.91,44.40,58.22,"72,480","40,410","51,050","62,220","92,360","121,090"
25106,40,Oklahoma,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",300,35.19,21.70,26.54,34.02,43.36,49.23,"73,190","45,130","55,210","70,760","90,180","102,410"
25198,40,Oklahoma,23-1011,Lawyers,"6,640",55.90,23.86,31.55,43.70,79.65,99.33,"116,270","49,620","65,620","90,900","165,660","206,610"
25199,40,Oklahoma,23-1012,Judicial Law Clerks,40,28.00,11.19,14.87,26.98,42.20,46.72,"58,240","23,270","30,930","56,120","87,780","97,180"
25200,40,Oklahoma,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",140,48.10,22.08,30.20,46.60,64.44,83.89,"100,050","45,930","62,810","96,930","134,040","174,500"
25201,40,Oklahoma,23-1022,"Arbitrators, Mediators, and Conciliators",70,26.70,16.78,20.04,23.28,30.54,42.95,"55,540","34,900","41,670","48,420","63,520","89,340"
25202,40,Oklahoma,23-1023,"Judges, Magistrate Judges, and Magistrates",880,35.77,12.85,16.97,24.65,54.97,66.90,"74,400","26,730","35,300","51,280","114,340","139,150"
25203,40,Oklahoma,23-2011,Paralegals and Legal Assistants,"2,510",22.57,14.25,16.78,20.62,27.86,33.66,"46,950","29,640","34,900","42,890","57,950","70,000"
25204,40,Oklahoma,23-2093,"Title Examiners, Abstractors, and Searchers","1,880",25.96,13.05,16.05,23.68,33.38,41.24,"54,000","27,150","33,380","49,260","69,440","85,780"
25205,40,Oklahoma,23-2099,"Legal Support Workers, All Other",150,23.98,16.61,18.52,22.70,25.70,28.64,"49,880","34,550","38,520","47,210","53,450","59,570"
25207,40,Oklahoma,25-1011,"Business Teachers, Postsecondary",980,*,*,*,*,*,*,"77,280","29,170","40,340","60,510","98,560","157,460"
25208,40,Oklahoma,25-1021,"Computer Science Teachers, Postsecondary",320,*,*,*,*,*,*,"67,990","32,490","42,580","61,760","85,110","119,340"
25209,40,Oklahoma,25-1022,"Mathematical Science Teachers, Postsecondary",530,*,*,*,*,*,*,"61,100","31,580","39,120","55,180","77,220","103,340"
25210,40,Oklahoma,25-1031,"Architecture Teachers, Postsecondary",120,*,*,*,*,*,*,"74,100","43,480","58,880","72,990","85,090","104,980"
25211,40,Oklahoma,25-1032,"Engineering Teachers, Postsecondary",500,*,*,*,*,*,*,"94,100","47,300","67,280","91,590","112,940","146,610"
25212,40,Oklahoma,25-1041,"Agricultural Sciences Teachers, Postsecondary",110,*,*,*,*,*,*,"86,360","39,680","57,270","84,810","106,870","134,060"
25213,40,Oklahoma,25-1042,"Biological Science Teachers, Postsecondary",550,*,*,*,*,*,*,"77,510","40,090","54,820","70,140","91,290","121,520"
25214,40,Oklahoma,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",80,*,*,*,*,*,*,"83,960","42,870","51,190","78,440","110,510","135,530"
25215,40,Oklahoma,25-1052,"Chemistry Teachers, Postsecondary",190,*,*,*,*,*,*,"65,230","32,040","46,690","64,040","82,570","99,250"
25216,40,Oklahoma,25-1053,"Environmental Science Teachers, Postsecondary",70,*,*,*,*,*,*,"72,300","35,120","48,910","71,240","84,900","120,130"
25217,40,Oklahoma,25-1054,"Physics Teachers, Postsecondary",100,*,*,*,*,*,*,"83,790","46,030","62,080","76,740","96,910","123,910"
25218,40,Oklahoma,25-1063,"Economics Teachers, Postsecondary",120,*,*,*,*,*,*,*,*,*,*,*,*
25219,40,Oklahoma,25-1064,"Geography Teachers, Postsecondary",50,*,*,*,*,*,*,"62,080","33,850","39,150","57,790","81,160","100,830"
25220,40,Oklahoma,25-1065,"Political Science Teachers, Postsecondary",140,*,*,*,*,*,*,"67,000","28,860","43,820","66,830","81,490","101,970"
25221,40,Oklahoma,25-1066,"Psychology Teachers, Postsecondary",390,*,*,*,*,*,*,"59,230","33,230","40,520","56,150","74,680","91,100"
25222,40,Oklahoma,25-1067,"Sociology Teachers, Postsecondary",130,*,*,*,*,*,*,"61,150","33,970","40,050","60,150","76,990","91,310"
25223,40,Oklahoma,25-1069,"Social Sciences Teachers, Postsecondary, All Other",250,*,*,*,*,*,*,"43,820","23,400","33,880","41,380","52,090","70,480"
25224,40,Oklahoma,25-1071,"Health Specialties Teachers, Postsecondary","1,210",*,*,*,*,*,*,"72,040","33,340","45,940","63,630","86,920","118,790"
25225,40,Oklahoma,25-1072,"Nursing Instructors and Teachers, Postsecondary",520,*,*,*,*,*,*,"58,440","35,280","45,660","57,210","69,590","81,160"
25226,40,Oklahoma,25-1081,"Education Teachers, Postsecondary",560,*,*,*,*,*,*,"54,110","27,410","39,700","52,170","66,880","81,160"
25227,40,Oklahoma,25-1082,"Library Science Teachers, Postsecondary",110,*,*,*,*,*,*,"65,300","43,050","53,470","62,030","74,640","89,380"
25228,40,Oklahoma,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",70,*,*,*,*,*,*,"51,550","30,120","34,980","44,740","62,500","89,400"
25229,40,Oklahoma,25-1112,"Law Teachers, Postsecondary",190,*,*,*,*,*,*,"83,240","37,600","43,700","61,060","119,750","160,500"
25230,40,Oklahoma,25-1113,"Social Work Teachers, Postsecondary",90,*,*,*,*,*,*,"48,930","34,070","36,790","41,570","59,690","76,060"
25231,40,Oklahoma,25-1121,"Art, Drama, and Music Teachers, Postsecondary",860,*,*,*,*,*,*,"52,320","28,530","37,180","48,900","64,070","79,870"
25232,40,Oklahoma,25-1122,"Communications Teachers, Postsecondary",320,*,*,*,*,*,*,"52,350","24,220","30,670","48,000","69,690","85,160"
25233,40,Oklahoma,25-1123,"English Language and Literature Teachers, Postsecondary",640,*,*,*,*,*,*,"51,240","29,300","35,500","46,360","62,270","79,480"
25234,40,Oklahoma,25-1124,"Foreign Language and Literature Teachers, Postsecondary",150,*,*,*,*,*,*,"54,050","29,890","36,240","49,570","67,970","81,190"
25235,40,Oklahoma,25-1125,"History Teachers, Postsecondary",200,*,*,*,*,*,*,"62,100","31,570","39,400","58,050","77,230","100,310"
25236,40,Oklahoma,25-1126,"Philosophy and Religion Teachers, Postsecondary",310,*,*,*,*,*,*,"59,310","27,800","38,660","56,820","75,700","95,840"
25237,40,Oklahoma,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",70,*,*,*,*,*,*,"65,850","25,200","42,520","66,120","82,200","105,840"
25238,40,Oklahoma,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",150,*,*,*,*,*,*,"46,270","29,570","35,040","44,400","55,520","66,490"
25239,40,Oklahoma,25-1194,"Career/Technical Education Teachers, Postsecondary","2,400",26.70,15.12,19.93,26.73,31.19,40.28,"55,530","31,460","41,450","55,610","64,870","83,780"
25240,40,Oklahoma,25-1199,"Postsecondary Teachers, All Other","1,640",*,*,*,*,*,*,"70,690","31,910","43,030","62,390","84,900","120,460"
25241,40,Oklahoma,25-2011,"Preschool Teachers, Except Special Education","7,210",14.57,8.70,10.11,12.44,17.55,23.23,"30,300","18,110","21,030","25,870","36,510","48,320"
25242,40,Oklahoma,25-2012,"Kindergarten Teachers, Except Special Education","2,060",*,*,*,*,*,*,"45,360","33,210","36,170","41,400","51,440","66,520"
25243,40,Oklahoma,25-2021,"Elementary School Teachers, Except Special Education","17,980",*,*,*,*,*,*,"45,970","33,140","36,340","42,180","51,590","68,600"
25244,40,Oklahoma,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","8,320",*,*,*,*,*,*,"46,360","33,180","36,860","43,530","52,020","67,070"
25245,40,Oklahoma,25-2023,"Career/Technical Education Teachers, Middle School",190,*,*,*,*,*,*,"48,870","33,180","36,010","41,850","59,020","78,310"
25246,40,Oklahoma,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","11,680",*,*,*,*,*,*,"47,320","33,340","37,730","45,060","54,210","68,240"
25247,40,Oklahoma,25-2032,"Career/Technical Education Teachers, Secondary School",760,*,*,*,*,*,*,"50,200","35,920","41,690","47,880","57,060","68,980"
25248,40,Oklahoma,25-2051,"Special Education Teachers, Preschool",110,*,*,*,*,*,*,"39,640","28,220","33,330","37,600","45,780","56,180"
25249,40,Oklahoma,25-2052,"Special Education Teachers, Kindergarten and Elementary School","2,270",*,*,*,*,*,*,"49,970","33,990","39,120","47,030","59,110","74,330"
25250,40,Oklahoma,25-2057,"Special Education Teachers, Middle School","1,080",*,*,*,*,*,*,"50,180","34,020","39,070","46,720","59,080","74,650"
25251,40,Oklahoma,25-2058,"Special Education Teachers, Secondary School","1,400",*,*,*,*,*,*,"49,850","34,210","39,940","47,220","58,350","72,570"
25252,40,Oklahoma,25-2059,"Special Education Teachers, All Other",100,*,*,*,*,*,*,"41,100","27,510","30,170","37,470","49,790","63,920"
25253,40,Oklahoma,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",620,20.90,10.48,15.02,20.86,26.65,31.17,"43,480","21,810","31,240","43,380","55,420","64,840"
25254,40,Oklahoma,25-3021,Self-Enrichment Teachers,"1,530",19.84,8.73,11.21,17.83,26.40,32.71,"41,270","18,160","23,320","37,080","54,910","68,040"
25255,40,Oklahoma,25-3031,"Substitute Teachers, Short-Term","6,330",11.23,7.80,8.33,9.22,11.12,20.97,"23,350","16,230","17,330","19,170","23,130","43,610"
25256,40,Oklahoma,25-3097,"Tutors and Teachers and Instructors, All Other","2,400",*,*,*,*,*,*,"43,670","17,460","21,050","41,370","62,570","75,490"
25257,40,Oklahoma,25-4011,Archivists,80,19.93,13.32,14.99,18.79,24.14,28.62,"41,450","27,700","31,180","39,090","50,220","59,530"
25258,40,Oklahoma,25-4012,Curators,150,24.59,16.13,19.16,23.73,29.22,37.12,"51,160","33,550","39,850","49,360","60,780","77,210"
25259,40,Oklahoma,25-4013,Museum Technicians and Conservators,140,16.76,10.41,11.96,15.13,19.12,26.94,"34,860","21,660","24,880","31,470","39,760","56,040"
25260,40,Oklahoma,25-4022,Librarians and Media Collections Specialists,"1,700",23.34,12.15,17.62,22.62,28.97,36.09,"48,550","25,260","36,640","47,050","60,260","75,070"
25261,40,Oklahoma,25-4031,Library Technicians,890,14.35,8.32,9.76,13.07,17.72,23.49,"29,850","17,310","20,290","27,190","36,860","48,860"
25262,40,Oklahoma,25-9021,Farm and Home Management Educators,190,21.59,12.76,16.32,20.83,26.14,32.35,"44,920","26,550","33,940","43,330","54,370","67,280"
25263,40,Oklahoma,25-9031,Instructional Coordinators,"1,400",28.36,16.95,21.42,27.42,34.75,41.16,"59,000","35,250","44,540","57,040","72,280","85,610"
25264,40,Oklahoma,25-9044,"Teaching Assistants, Postsecondary","1,550",*,*,*,*,*,*,"27,370","16,830","18,020","20,000","30,640","52,500"
25265,40,Oklahoma,25-9045,"Teaching Assistants, Except Postsecondary","12,610",*,*,*,*,*,*,"21,420","16,370","17,530","19,470","24,420","29,560"
25266,40,Oklahoma,25-9099,"Educational Instruction and Library Workers, All Other",330,18.88,12.15,16.05,17.66,21.86,27.01,"39,270","25,270","33,390","36,740","45,480","56,190"
25301,40,Oklahoma,29-1011,Chiropractors,420,51.54,17.91,25.67,35.65,47.59,#,"107,210","37,250","53,390","74,150","98,980",#
25302,40,Oklahoma,29-1021,"Dentists, General","1,090",83.59,37.34,56.34,73.90,#,#,"173,860","77,660","117,190","153,720",#,#
25303,40,Oklahoma,29-1023,Orthodontists,130,123.52,37.31,#,#,#,#,"256,930","77,600",#,#,#,#
25304,40,Oklahoma,29-1029,"Dentists, All Other Specialists",60,56.80,21.48,50.97,55.44,68.54,84.14,"118,150","44,680","106,010","115,310","142,560","175,000"
25305,40,Oklahoma,29-1031,Dietitians and Nutritionists,690,28.83,19.92,24.32,28.72,33.98,38.27,"59,970","41,440","50,590","59,730","70,680","79,590"
25306,40,Oklahoma,29-1041,Optometrists,730,49.34,15.70,24.87,41.62,56.39,#,"102,620","32,660","51,730","86,570","117,290",#
25307,40,Oklahoma,29-1051,Pharmacists,"3,710",55.85,41.00,51.70,57.32,62.92,73.20,"116,170","85,270","107,540","119,220","130,870","152,250"
25308,40,Oklahoma,29-1071,Physician Assistants,"1,460",53.21,38.97,44.94,53.30,63.28,73.93,"110,670","81,050","93,470","110,860","131,630","153,760"
25309,40,Oklahoma,29-1081,Podiatrists,60,76.85,42.24,53.68,61.95,89.95,#,"159,850","87,850","111,650","128,860","187,100",#
25310,40,Oklahoma,29-1122,Occupational Therapists,860,41.28,24.21,32.85,42.00,49.44,59.02,"85,860","50,350","68,320","87,350","102,830","122,760"
25311,40,Oklahoma,29-1123,Physical Therapists,"2,300",43.98,28.16,35.18,43.88,52.92,61.59,"91,480","58,570","73,170","91,270","110,070","128,110"
25312,40,Oklahoma,29-1125,Recreational Therapists,200,18.72,11.02,13.95,17.57,22.03,29.32,"38,930","22,920","29,010","36,550","45,820","60,980"
25313,40,Oklahoma,29-1126,Respiratory Therapists,"1,610",26.90,20.64,23.42,26.87,30.01,34.41,"55,960","42,920","48,710","55,890","62,420","71,570"
25314,40,Oklahoma,29-1127,Speech-Language Pathologists,"1,700",34.92,18.92,24.20,33.78,45.10,54.80,"72,640","39,350","50,330","70,260","93,810","113,980"
25315,40,Oklahoma,29-1128,Exercise Physiologists,80,20.22,15.12,16.77,19.50,23.24,27.83,"42,060","31,460","34,870","40,560","48,340","57,880"
25316,40,Oklahoma,29-1131,Veterinarians,"1,200",35.83,19.88,24.30,35.41,42.10,50.29,"74,530","41,340","50,550","73,660","87,570","104,610"
25317,40,Oklahoma,29-1141,Registered Nurses,"31,350",31.15,22.34,26.42,30.60,35.96,39.70,"64,800","46,460","54,950","63,650","74,800","82,580"
25318,40,Oklahoma,29-1151,Nurse Anesthetists,360,84.18,28.91,61.59,86.05,98.97,#,"175,090","60,130","128,110","178,970","205,850",#
25319,40,Oklahoma,29-1171,Nurse Practitioners,"1,750",54.42,40.87,45.65,53.56,61.83,73.44,"113,200","85,000","94,950","111,410","128,600","152,760"
25320,40,Oklahoma,29-1181,Audiologists,110,45.62,26.02,30.86,38.55,46.53,60.05,"94,900","54,130","64,190","80,180","96,790","124,900"
25321,40,Oklahoma,29-1211,Anesthesiologists,390,133.91,89.54,#,#,#,#,"278,540","186,240",#,#,#,#
25322,40,Oklahoma,29-1215,Family Medicine Physicians,"2,340",104.58,31.88,74.45,#,#,#,"217,520","66,300","154,860",#,#,#
25323,40,Oklahoma,29-1216,General Internal Medicine Physicians,370,91.36,26.31,29.16,98.84,#,#,"190,030","54,720","60,650","205,590",#,#
25324,40,Oklahoma,29-1218,Obstetricians and Gynecologists,100,104.98,45.82,68.27,#,#,#,"218,360","95,300","142,010",#,#,#
25325,40,Oklahoma,29-1221,"Pediatricians, General",150,53.24,8.00,8.71,44.15,87.99,#,"110,740","16,650","18,120","91,830","183,020",#
25326,40,Oklahoma,29-1223,Psychiatrists,210,102.25,28.67,79.90,#,#,#,"212,680","59,640","166,190",#,#,#
25327,40,Oklahoma,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",**,85.30,26.90,30.55,71.65,#,#,"177,420","55,940","63,550","149,030",#,#
25328,40,Oklahoma,29-1248,"Surgeons, Except Ophthalmologists",310,137.65,99.90,#,#,#,#,"286,320","207,800",#,#,#,#
25329,40,Oklahoma,29-1292,Dental Hygienists,"2,600",36.53,21.28,32.21,38.18,44.38,48.12,"75,990","44,260","67,000","79,410","92,310","100,090"
25330,40,Oklahoma,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",140,*,*,*,*,*,*,*,*,*,*,*,*
25331,40,Oklahoma,29-2010,Clinical Laboratory Technologists and Technicians,"3,980",22.87,13.27,16.57,22.13,28.49,34.43,"47,580","27,600","34,470","46,030","59,260","71,610"
25332,40,Oklahoma,29-2031,Cardiovascular Technologists and Technicians,570,22.20,11.58,13.88,18.82,29.85,37.27,"46,170","24,080","28,880","39,150","62,080","77,510"
25333,40,Oklahoma,29-2032,Diagnostic Medical Sonographers,860,34.02,25.56,28.69,33.86,39.29,45.52,"70,770","53,160","59,680","70,440","81,720","94,680"
25334,40,Oklahoma,29-2033,Nuclear Medicine Technologists,230,35.50,26.97,30.55,35.28,40.20,46.52,"73,840","56,090","63,550","73,380","83,610","96,760"
25335,40,Oklahoma,29-2034,Radiologic Technologists and Technicians,"2,590",26.74,19.20,22.60,26.76,30.46,35.80,"55,610","39,950","47,000","55,660","63,350","74,470"
25336,40,Oklahoma,29-2035,Magnetic Resonance Imaging Technologists,440,31.96,24.07,27.67,32.40,36.73,39.73,"66,490","50,060","57,550","67,400","76,410","82,630"
25337,40,Oklahoma,29-2040,Emergency Medical Technicians and Paramedics,"3,190",17.39,10.19,11.96,16.57,21.64,26.13,"36,170","21,190","24,880","34,460","45,010","54,360"
25338,40,Oklahoma,29-2051,Dietetic Technicians,470,12.68,9.14,10.37,11.76,15.41,17.87,"26,380","19,010","21,570","24,460","32,050","37,170"
25339,40,Oklahoma,29-2052,Pharmacy Technicians,"4,940",15.36,10.99,12.67,14.58,17.60,20.97,"31,940","22,860","26,360","30,320","36,620","43,620"
25340,40,Oklahoma,29-2053,Psychiatric Technicians,**,13.23,9.98,10.95,12.63,14.77,17.62,"27,520","20,760","22,770","26,280","30,730","36,650"
25341,40,Oklahoma,29-2055,Surgical Technologists,"1,700",20.66,14.61,16.95,20.19,24.31,28.35,"42,980","30,390","35,250","42,000","50,570","58,960"
25342,40,Oklahoma,29-2056,Veterinary Technologists and Technicians,920,15.51,9.75,11.37,14.13,18.62,24.78,"32,250","20,290","23,660","29,400","38,720","51,540"
25343,40,Oklahoma,29-2057,Ophthalmic Medical Technicians,480,17.49,12.74,14.13,16.94,20.42,23.95,"36,370","26,500","29,400","35,240","42,480","49,830"
25344,40,Oklahoma,29-2061,Licensed Practical and Licensed Vocational Nurses,"12,460",20.24,15.83,17.51,20.23,22.98,24.98,"42,090","32,920","36,410","42,090","47,790","51,960"
25345,40,Oklahoma,29-2081,"Opticians, Dispensing",730,15.08,10.75,12.61,14.36,17.39,20.61,"31,370","22,350","26,230","29,870","36,170","42,870"
25346,40,Oklahoma,29-2091,Orthotists and Prosthetists,60,28.66,15.04,22.54,28.59,33.35,38.27,"59,610","31,270","46,870","59,460","69,380","79,600"
25347,40,Oklahoma,29-2092,Hearing Aid Specialists,100,25.06,13.02,14.47,20.79,29.09,44.92,"52,130","27,080","30,100","43,240","60,500","93,420"
25348,40,Oklahoma,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","3,750",19.51,11.67,13.89,18.00,23.51,29.80,"40,580","24,270","28,890","37,430","48,910","61,980"
25349,40,Oklahoma,29-9091,Athletic Trainers,240,*,*,*,*,*,*,"49,420","31,890","40,270","48,620","60,200","72,450"
25350,40,Oklahoma,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**,24.16,12.22,14.47,20.64,31.83,40.22,"50,250","25,410","30,100","42,930","66,200","83,650"
25352,40,Oklahoma,31-1120,Home Health and Personal Care Aides,"18,200",10.58,7.99,8.59,9.69,12.11,14.72,"22,020","16,610","17,870","20,160","25,190","30,610"
25353,40,Oklahoma,31-1131,Nursing Assistants,"18,250",12.51,9.91,10.75,12.08,14.08,15.92,"26,030","20,600","22,350","25,120","29,280","33,100"
25354,40,Oklahoma,31-1132,Orderlies,480,12.12,9.81,10.56,11.65,13.28,15.08,"25,210","20,400","21,970","24,240","27,630","31,370"
25355,40,Oklahoma,31-2011,Occupational Therapy Assistants,770,31.05,22.86,27.09,30.76,35.90,40.01,"64,570","47,540","56,350","63,980","74,670","83,210"
25356,40,Oklahoma,31-2012,Occupational Therapy Aides,70,15.30,10.51,11.59,13.65,17.27,24.76,"31,830","21,870","24,100","28,390","35,930","51,500"
25357,40,Oklahoma,31-2021,Physical Therapist Assistants,"1,550",28.45,12.95,22.67,28.90,35.57,40.59,"59,180","26,940","47,150","60,110","73,990","84,440"
25358,40,Oklahoma,31-2022,Physical Therapist Aides,660,10.97,8.23,8.98,10.30,12.06,14.89,"22,810","17,110","18,670","21,430","25,090","30,970"
25359,40,Oklahoma,31-9011,Massage Therapists,330,20.41,9.54,13.08,18.53,23.96,32.86,"42,450","19,840","27,200","38,530","49,830","68,340"
25360,40,Oklahoma,31-9091,Dental Assistants,"4,030",17.77,13.06,15.27,17.61,20.21,23.72,"36,970","27,170","31,750","36,620","42,030","49,340"
25361,40,Oklahoma,31-9092,Medical Assistants,"8,740",15.20,11.31,13.04,14.80,17.45,19.48,"31,610","23,520","27,130","30,770","36,290","40,520"
25362,40,Oklahoma,31-9093,Medical Equipment Preparers,830,15.56,11.74,13.41,15.20,17.73,19.96,"32,360","24,420","27,890","31,620","36,880","41,520"
25363,40,Oklahoma,31-9094,Medical Transcriptionists,530,19.00,12.04,13.96,17.83,24.92,28.77,"39,520","25,040","29,040","37,090","51,840","59,840"
25364,40,Oklahoma,31-9095,Pharmacy Aides,790,12.32,8.30,9.19,11.10,14.99,18.53,"25,620","17,260","19,120","23,090","31,180","38,540"
25365,40,Oklahoma,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,710",12.72,8.94,10.50,12.56,14.33,16.89,"26,470","18,590","21,840","26,130","29,810","35,120"
25366,40,Oklahoma,31-9097,Phlebotomists,"1,540",15.27,11.46,12.89,14.50,17.29,19.90,"31,770","23,840","26,820","30,150","35,970","41,400"
25367,40,Oklahoma,31-9099,"Healthcare Support Workers, All Other",**,18.35,12.50,14.02,17.66,21.88,25.72,"38,160","26,010","29,160","36,740","45,500","53,500"
25442,40,Oklahoma,41-1011,First-Line Supervisors of Retail Sales Workers,"16,560",20.41,11.07,13.49,17.20,23.83,31.78,"42,460","23,020","28,060","35,770","49,580","66,100"
25443,40,Oklahoma,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"3,600",38.34,17.55,23.81,30.15,46.08,67.83,"79,750","36,500","49,520","62,720","95,840","141,080"
25444,40,Oklahoma,41-2011,Cashiers,"42,810",10.28,8.05,8.71,9.82,11.47,13.31,"21,390","16,750","18,120","20,430","23,850","27,680"
25445,40,Oklahoma,41-2012,Gambling Change Persons and Booth Cashiers,"1,730",10.97,8.24,9.19,10.57,12.01,14.39,"22,830","17,140","19,120","21,980","24,980","29,930"
25446,40,Oklahoma,41-2021,Counter and Rental Clerks,"3,090",13.85,8.32,9.39,11.89,16.77,22.31,"28,810","17,300","19,530","24,720","34,890","46,400"
25447,40,Oklahoma,41-2022,Parts Salespersons,"3,320",16.30,8.80,10.65,14.69,19.24,27.20,"33,900","18,310","22,150","30,560","40,010","56,580"
25448,40,Oklahoma,41-2031,Retail Salespersons,"49,560",13.44,8.35,9.46,11.27,14.25,20.74,"27,950","17,370","19,680","23,440","29,640","43,130"
25449,40,Oklahoma,41-3011,Advertising Sales Agents,900,31.49,9.90,13.07,20.39,37.63,64.03,"65,490","20,590","27,190","42,410","78,270","133,180"
25450,40,Oklahoma,41-3021,Insurance Sales Agents,"4,940",26.80,12.83,16.27,19.66,31.91,46.55,"55,740","26,680","33,830","40,900","66,380","96,820"
25451,40,Oklahoma,41-3031,"Securities, Commodities, and Financial Services Sales Agents","1,660",38.29,15.17,18.33,26.98,46.79,74.78,"79,640","31,540","38,120","56,110","97,320","155,540"
25452,40,Oklahoma,41-3041,Travel Agents,250,17.78,9.32,13.23,17.44,22.22,25.67,"36,990","19,380","27,520","36,270","46,230","53,390"
25453,40,Oklahoma,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","9,120",28.29,11.16,15.69,23.03,33.53,52.34,"58,850","23,210","32,640","47,900","69,740","108,860"
25454,40,Oklahoma,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","6,930",39.77,16.54,23.01,33.61,48.42,72.42,"82,710","34,400","47,860","69,920","100,720","150,640"
25455,40,Oklahoma,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","9,560",28.68,11.96,16.52,23.19,33.63,51.33,"59,660","24,890","34,360","48,240","69,950","106,770"
25456,40,Oklahoma,41-9011,Demonstrators and Product Promoters,280,16.61,11.20,12.69,14.30,20.83,24.18,"34,550","23,290","26,390","29,750","43,330","50,290"
25457,40,Oklahoma,41-9021,Real Estate Brokers,650,22.77,9.16,12.54,15.12,35.23,45.89,"47,350","19,050","26,080","31,440","73,290","95,460"
25458,40,Oklahoma,41-9022,Real Estate Sales Agents,"3,960",26.85,10.35,14.50,19.39,34.24,51.17,"55,850","21,540","30,160","40,330","71,230","106,440"
25459,40,Oklahoma,41-9031,Sales Engineers,360,46.87,29.65,34.68,43.51,53.08,71.90,"97,490","61,680","72,130","90,490","110,400","149,560"
25460,40,Oklahoma,41-9041,Telemarketers,"2,010",11.96,8.82,9.87,11.57,13.66,14.97,"24,870","18,340","20,530","24,070","28,420","31,140"
25461,40,Oklahoma,41-9099,"Sales and Related Workers, All Other",**,13.23,9.60,10.39,11.58,13.83,19.65,"27,510","19,960","21,600","24,080","28,760","40,860"
25816,41,Oregon,15-1211,Computer Systems Analysts,"6,300",45.52,27.51,35.55,45.24,54.93,63.22,"94,690","57,210","73,940","94,110","114,260","131,490"
25817,41,Oregon,15-1212,Information Security Analysts,"1,020",47.38,29.09,38.59,47.26,57.56,66.48,"98,550","60,500","80,260","98,300","119,720","138,280"
25818,41,Oregon,15-1221,Computer and Information Research Scientists,220,64.67,36.07,44.10,54.99,80.28,#,"134,510","75,030","91,720","114,370","166,990",#
25819,41,Oregon,15-1231,Computer Network Support Specialists,"1,680",28.71,17.76,21.46,27.39,35.73,42.16,"59,710","36,930","44,650","56,970","74,320","87,690"
25820,41,Oregon,15-1232,Computer User Support Specialists,"8,410",27.34,16.75,20.58,25.84,32.65,38.83,"56,870","34,840","42,810","53,740","67,910","80,760"
25821,41,Oregon,15-1241,Computer Network Architects,"1,080",53.90,35.28,43.38,52.91,62.44,74.09,"112,110","73,380","90,230","110,060","129,880","154,100"
25822,41,Oregon,15-1244,Network and Computer Systems Administrators,"4,630",41.04,26.77,32.77,40.44,48.13,56.78,"85,370","55,690","68,150","84,110","100,110","118,100"
25823,41,Oregon,15-1245,Database Administrators and Architects,"1,380",45.10,27.23,36.02,46.19,55.10,61.87,"93,810","56,640","74,920","96,070","114,600","128,690"
25824,41,Oregon,15-1251,Computer Programmers,"1,920",38.83,22.04,29.98,38.53,47.05,56.07,"80,760","45,840","62,360","80,140","97,860","116,620"
25825,41,Oregon,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"18,200",50.13,29.71,38.90,49.19,61.35,73.87,"104,260","61,800","80,900","102,310","127,610","153,640"
25826,41,Oregon,15-1257,Web Developers and Digital Interface Designers,"2,410",*,*,*,*,*,*,*,*,*,*,*,*
25827,41,Oregon,15-1299,"Computer Occupations, All Other","4,760",38.73,19.97,27.06,37.52,49.01,59.67,"80,570","41,530","56,280","78,030","101,940","124,120"
25828,41,Oregon,15-2011,Actuaries,210,52.74,28.10,35.23,45.42,65.69,90.90,"109,690","58,450","73,280","94,460","136,630","189,070"
25829,41,Oregon,15-2031,Operations Research Analysts,"1,200",43.43,28.21,34.09,41.57,50.43,61.88,"90,340","58,680","70,900","86,470","104,900","128,700"
25830,41,Oregon,15-2041,Statisticians,620,39.09,25.46,30.48,36.65,44.54,57.02,"81,310","52,950","63,400","76,230","92,640","118,590"
